"sid","sinstrument","ssymbol","sexpiry_dt","tdopen","tdhigh","tdlow","tdclose","tdtimestamp","twopen","twhigh","twlow","twclose","twtimestamp","tmopen","tmhigh","tmlow","tmclose","tmtimestamp","tyopen","tyhigh","tylow","tyclose","tytimestamp","dopen","dhigh","dlow","dclose","dtimestamp","wopen","whigh","wlow","wclose","wtimestamp","mopen","mhigh","mlow","mclose","mtimestamp","yopen","yhigh","ylow","yclose","ytimestamp","slastupdatedate"
1684,"EQ","SINTERCOM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"84.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"83.10","85.55","82.50","82.60","14-OCT-2022","83.10","87.00","80.55","82.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1685,"EQ","SIRCA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"587.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"592.45","604.80","592.45","598.10","14-OCT-2022","610.05","636.00","581.60","598.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1686,"EQ","SIS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"419.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"417.00","427.40","414.85","416.95","14-OCT-2022","430.00","430.00","412.05","416.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1687,"EQ","SITINET",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1.80","1.85","1.70","1.75","14-OCT-2022","1.80","2.00","1.65","1.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1688,"EQ","SIYSIL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"432.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"465.00","472.95","450.25","456.90","14-OCT-2022","481.50","484.45","450.25","456.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1689,"EQ","SJS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"421.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"435.50","439.80","427.30","434.10","14-OCT-2022","440.50","452.80","420.35","434.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1690,"EQ","SJVN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"32.80","33.00","32.15","32.35","14-OCT-2022","32.50","33.30","32.15","32.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1691,"EQ","SKFINDIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4622.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4540.00","4586.70","4510.75","4517.95","14-OCT-2022","4724.00","4724.00","4485.05","4517.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1692,"EQ","SKIPPER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"74.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"71.90","73.55","71.20","71.40","14-OCT-2022","73.80","73.80","68.90","71.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1693,"EQ","SKMEGGPROD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1694,"EQ","SMARTLINK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"125.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"133.50","136.00","132.30","132.85","14-OCT-2022","130.20","136.00","125.20","132.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1695,"EQ","SMCGLOBAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"77.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"79.95","80.00","78.20","78.60","14-OCT-2022","78.70","80.40","75.00","78.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1696,"EQ","SMLISUZU",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"792.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"792.00","792.00","771.60","777.75","14-OCT-2022","856.00","856.00","771.60","777.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1697,"EQ","SMLT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"123.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"126.40","126.40","120.05","121.00","14-OCT-2022","127.80","129.50","120.05","121.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1698,"EQ","SMSLIFE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"660.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"679.45","679.45","662.15","666.95","14-OCT-2022","656.20","679.45","650.30","666.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1699,"EQ","SMSPHARMA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"86.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"88.10","91.90","88.10","89.20","14-OCT-2022","91.20","92.20","87.00","89.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1700,"EQ","SNOWMAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"35.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"35.35","35.60","33.35","33.65","14-OCT-2022","36.45","37.10","33.35","33.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1701,"EQ","SOBHA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"645.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"648.45","652.00","632.80","637.55","14-OCT-2022","650.40","655.20","613.85","637.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1702,"EQ","SOLARA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"412.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"420.55","423.70","410.35","412.10","14-OCT-2022","434.00","436.60","410.35","412.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1703,"EQ","SOLARINDS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3745.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"3877.00","3899.40","3815.00","3847.50","14-OCT-2022","4100.00","4170.50","3810.00","3847.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1704,"EQ","SOMANYCERA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"550.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"549.35","556.45","546.15","548.70","14-OCT-2022","563.30","591.00","542.70","548.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1705,"EQ","SOMATEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"7.50","7.50","7.00","7.00","14-OCT-2022","8.20","8.20","7.00","7.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1706,"EQ","SOMICONVEY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1707,"EQ","SONACOMS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"468.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"469.90","469.95","458.10","459.90","14-OCT-2022","466.00","471.00","455.25","459.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1708,"EQ","SONAMCLOCK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"38.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"37.30","40.00","37.30","38.95","14-OCT-2022","38.60","40.00","36.60","38.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1709,"EQ","SONATSOFTW",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"496.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"508.40","513.10","501.10","504.30","14-OCT-2022","512.80","524.00","501.05","504.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1710,"EQ","SOTL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"292.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"298.50","304.95","288.55","290.15","14-OCT-2022","299.00","304.95","281.60","290.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1711,"EQ","SOUTHBANK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"9.95","10.05","9.60","9.65","14-OCT-2022","9.75","10.10","9.55","9.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1712,"EQ","SOUTHWEST",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"151.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"144.70","149.45","139.00","141.25","14-OCT-2022","150.60","154.65","135.50","141.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1713,"EQ","SPAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"426.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"417.00","417.00","401.60","403.75","14-OCT-2022","422.35","429.80","391.35","403.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1714,"EQ","SPANDANA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1715,"EQ","SPARC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"231.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"242.00","242.00","228.15","230.15","14-OCT-2022","217.50","242.20","216.10","230.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1716,"EQ","SPECIALITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"209.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"214.00","219.00","204.60","206.15","14-OCT-2022","224.00","229.95","204.60","206.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1717,"EQ","SPENCERS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"76.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"74.10","74.70","72.60","73.30","14-OCT-2022","78.15","78.85","72.60","73.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1718,"EQ","SPIC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"53.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"54.15","54.60","53.00","53.30","14-OCT-2022","55.70","56.35","53.00","53.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1719,"EQ","SPICEJET",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"37.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"39.50","39.95","38.60","38.85","14-OCT-2022","40.50","41.00","38.25","38.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1720,"EQ","SPLIL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"57.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"56.65","58.75","52.75","57.90","14-OCT-2022","60.60","60.60","52.75","57.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1721,"EQ","SPLPETRO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"755.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"765.25","769.05","750.05","753.30","14-OCT-2022","785.00","788.00","747.60","753.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1722,"EQ","SPORTKING",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"746.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"847.00","874.95","842.60","848.45","14-OCT-2022","842.35","914.45","830.05","848.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1723,"EQ","SREEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"231.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"240.00","243.00","232.00","234.35","14-OCT-2022","224.75","248.50","221.00","234.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1724,"EQ","SRF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2543.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2549.00","2551.35","2491.05","2496.60","14-OCT-2022","2539.20","2569.50","2464.20","2496.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1725,"EQ","SRHHYPOLTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"799.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"759.85","786.00","733.60","739.95","14-OCT-2022","804.00","840.00","733.60","739.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1726,"EQ","SRTRANSFIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1209.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1200.00","1215.80","1180.35","1183.90","14-OCT-2022","1183.95","1217.85","1164.00","1183.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1727,"EQ","SSWL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"769.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"771.60","779.55","763.00","764.15","14-OCT-2022","808.80","811.95","760.20","764.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1728,"EQ","STAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"308.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"315.00","319.00","308.00","309.35","14-OCT-2022","338.10","338.10","308.00","309.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1729,"EQ","STARCEMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"107.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"106.35","110.65","106.35","109.55","14-OCT-2022","107.00","113.70","103.10","109.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1730,"EQ","STARHEALTH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"708.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"716.00","723.60","710.10","719.00","14-OCT-2022","727.00","742.00","701.45","719.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1731,"EQ","STARPAPER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"187.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"199.00","202.85","198.00","198.25","14-OCT-2022","193.80","204.05","190.05","198.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1732,"EQ","STARTECK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"130.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"134.05","136.05","131.00","131.00","14-OCT-2022","148.00","148.00","131.00","131.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1733,"EQ","STCINDIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"84.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"89.60","90.00","86.25","86.45","14-OCT-2022","86.30","90.00","82.85","86.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1734,"EQ","STEELCAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"430.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"441.25","445.00","435.10","436.80","14-OCT-2022","426.00","445.00","421.60","436.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1735,"EQ","STEELCITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"56.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"59.05","59.80","57.75","58.55","14-OCT-2022","60.30","60.60","57.25","58.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1736,"EQ","STEELXIND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"12.95","13.45","12.90","13.05","14-OCT-2022","13.05","13.45","12.70","13.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1737,"EQ","STEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"128.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"129.45","131.50","126.20","126.90","14-OCT-2022","137.65","139.80","125.15","126.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1738,"EQ","STERTOOLS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"213.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"224.00","230.70","220.00","227.95","14-OCT-2022","215.00","230.70","199.05","227.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1739,"EQ","STLTECH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"161.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"170.30","174.15","166.70","168.85","14-OCT-2022","180.40","183.25","166.70","168.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1740,"EQ","STOVEKRAFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"661.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"685.00","691.70","669.75","672.00","14-OCT-2022","670.00","700.00","661.05","672.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1741,"EQ","STYLAMIND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1078.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1087.75","1114.40","1075.00","1090.95","14-OCT-2022","1094.85","1115.20","1066.80","1090.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1742,"EQ","SUBEXLTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"32.10","32.30","31.30","31.40","14-OCT-2022","32.50","34.00","31.30","31.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1743,"EQ","SUBROS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"372.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"367.70","377.35","360.20","362.45","14-OCT-2022","385.80","385.80","360.20","362.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1744,"EQ","SUDARSCHEM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"414.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"420.60","423.90","407.50","411.50","14-OCT-2022","439.60","439.60","407.50","411.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1745,"EQ","SUMEETINDS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"6.35","6.35","5.90","5.95","14-OCT-2022","6.35","6.50","5.90","5.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1746,"EQ","SUMICHEM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"497.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"512.00","517.80","507.50","509.10","14-OCT-2022","509.80","517.80","495.70","509.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1747,"EQ","SUMMITSEC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"595.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"615.00","619.45","608.90","611.55","14-OCT-2022","604.00","673.00","601.10","611.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1748,"EQ","SUNCLAYLTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4524.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4500.00","4507.95","4421.00","4433.35","14-OCT-2022","4549.80","4550.00","4400.00","4433.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1749,"EQ","SUNDARAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2.95","3.05","2.90","2.90","14-OCT-2022","2.90","3.05","2.80","2.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
